Sub-sector,Company Name,Year,GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Energy Consumption (MWhs),Total Water Consumption (ML),Total Waste Generated (t),Current Employees by Gender (Female %),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,Average Training Hours per Employee,Fatalities,High-consequence injuries,Recordable injuries,Recordable work-related ill health cases,Board Independence (%),Women on the Board (%),Women in Management Team (%),Anti-Corruption Training for Employees (%)
Semiconductors and Semiconductor Equipment,Company_28,2021,223.5225801,182.1494813,1014.186302,26525.08249,542.5268829,79.8969432,49.55148039,46.1937696,43.81378935,16.84557467,359,30.43857236,2,3,10,2,58.6059079,10.57233576,30.08715207,51.15024889
Semiconductors and Semiconductor Equipment,Company_28,2022,368.3883908,344.1963526,300.1302212,41768.49891,234.2089503,42.82584107,26.46638367,44.76428669,37.19397987,18.17120907,657,12.16452179,2,0,4,0,94.4635794,13.89147663,38.06223688,72.44117182
Semiconductors and Semiconductor Equipment,Company_28,2023,355.4388309,603.1885652,647.28421,8182.859848,778.356658,55.79935473,45.51719191,30.05958965,52.20206095,10.96908512,826,32.29903836,0,0,8,3,83.62654982,44.05596433,14.38488582,99.00868421
Semiconductors and Semiconductor Equipment,Company_28,2024,496.6594819,990.5770258,1178.500948,18277.827,461.1962547,64.07257908,26.55514975,18.54219847,34.11967599,13.60952813,398,11.0416065,0,3,7,4,96.5839292,29.13927227,37.52422664,64.2835313
Semiconductors and Semiconductor Equipment,Company_29,2020,171.7673663,161.2659234,1539.083561,26423.81981,452.2427109,70.00080152,49.95722663,33.13397845,52.44305546,15.77238868,147,10.33561233,2,2,4,3,72.67327169,12.32612904,37.92549242,98.66139148
Semiconductors and Semiconductor Equipment,Company_29,2021,124.4551631,731.4328478,1906.879582,18766.47,812.0710466,84.16212506,22.27545669,25.91063913,67.57849832,15.84279514,171,38.17543346,0,3,2,5,51.69845868,27.90244499,21.96479322,56.79476154
Semiconductors and Semiconductor Equipment,Company_29,2022,149.9645503,751.9611951,1745.681414,19314.90504,276.9527084,19.53561874,41.90616779,27.76292797,49.34671285,16.6531108,849,32.0445128,2,0,7,5,94.28484715,30.01706324,32.28834612,57.96376102
Semiconductors and Semiconductor Equipment,Company_29,2023,341.909305,486.5288132,1254.341715,11896.60031,413.0197837,87.22294153,40.42003262,49.44948694,52.53318037,14.23601124,230,12.34910705,2,1,4,3,66.85225018,47.15682232,31.3384606,54.63394903
Semiconductors and Semiconductor Equipment,Company_29,2024,216.2820395,753.9993427,1761.112434,47187.87181,310.9722541,20.84151463,20.22806286,47.32474585,39.75454265,12.20972988,161,44.46496638,1,3,10,2,78.94564007,14.19572306,23.00616867,87.01099336
Semiconductors and Semiconductor Equipment,Company_30,2020,241.2137504,968.6450831,1572.821385,29995.29283,310.0495616,77.21161648,33.70129675,13.5789996,53.5990396,9.18388141,368,33.18539192,2,0,8,2,59.35426434,18.15644515,19.79969985,81.36936238
Semiconductors and Semiconductor Equipment,Company_30,2021,126.2972958,418.881542,221.0403394,23637.64896,850.5586576,60.93111583,36.23930525,31.53916188,39.09075646,14.91053225,580,46.50333435,0,0,6,1,51.36863348,40.50823854,19.56023093,66.04140891
Semiconductors and Semiconductor Equipment,Company_30,2022,474.8639059,458.8298976,1541.552385,36383.65567,853.764651,96.20501183,48.22670253,39.26498437,68.1549916,9.230688407,889,30.63448586,0,2,0,4,80.13723306,30.25468438,25.59745022,97.8276957
Semiconductors and Semiconductor Equipment,Company_30,2023,354.0850023,684.8729534,1296.464154,36877.14098,994.4183106,29.00441673,29.57391138,28.5702827,65.34459943,13.47001199,844,16.78710834,0,2,4,0,61.52038959,28.41173306,25.55067993,56.86314926
Semiconductors and Semiconductor Equipment,Company_30,2024,403.6858831,291.2580054,1998.081747,46912.44794,351.3503918,74.50781316,49.67449909,28.15363638,44.42934817,7.429889929,577,31.70070344,1,1,9,4,98.37105437,12.32624199,16.91875912,94.25996174
Semiconductors and Semiconductor Equipment,Company_31,2020,50.64373962,308.1363207,308.6690978,33969.37339,311.8322157,60.04696372,21.24620453,36.54237602,39.63810499,5.655683615,835,41.53314521,1,3,6,4,97.22638754,25.66484078,16.79915547,80.44745205
Semiconductors and Semiconductor Equipment,Company_31,2021,196.1056412,668.7599445,640.5137415,42322.34633,798.3083904,42.79402176,29.5890882,15.97252327,60.79080568,7.451009987,801,47.81624058,2,0,9,3,86.97831768,28.58312818,13.69895415,94.21369996
Semiconductors and Semiconductor Equipment,Company_31,2022,116.792677,151.1831679,698.4994134,41075.88628,986.555257,53.50218402,25.78710456,40.53146555,43.51321463,18.62795557,671,10.69072943,2,0,5,2,76.9726492,10.56232087,21.43357969,50.35005567
Semiconductors and Semiconductor Equipment,Company_31,2023,169.768075,757.1921083,1132.723238,47945.72301,485.3603726,45.48291372,48.38125987,30.36523543,44.08352071,11.47121099,293,41.16305881,1,1,6,5,67.72800738,21.91620461,20.14392117,56.66811791
Semiconductors and Semiconductor Equipment,Company_31,2024,437.6107986,892.6023793,1731.953162,10105.03163,311.9985452,64.52223759,26.18918987,42.53913448,46.80867246,11.04131137,144,28.05113328,1,1,2,4,56.03530919,23.99231885,14.08593116,59.85345972
Semiconductors and Semiconductor Equipment,Company_32,2020,388.8131886,554.2707438,909.5431621,5186.058062,525.9237846,48.07965422,32.36735446,12.28692647,60.38788889,17.2820133,195,41.69709216,2,3,6,3,51.36211315,38.89949032,35.46926109,84.98137861
Semiconductors and Semiconductor Equipment,Company_32,2021,352.3932763,116.2303033,1302.196547,44231.79818,483.5947866,32.72558452,43.86646924,12.1744524,61.28659721,7.685726951,229,26.38681075,0,1,7,3,75.87884492,23.13654583,31.84082094,81.26142631
Semiconductors and Semiconductor Equipment,Company_32,2022,193.2370927,554.7865485,1800.495026,39168.89017,775.778594,55.60376368,24.63900142,25.85621356,44.07757677,8.679059527,548,38.04593677,2,3,10,1,95.75753835,10.68111295,25.2772074,89.70083983
Semiconductors and Semiconductor Equipment,Company_32,2023,499.2581812,475.0614694,1027.311924,9306.069533,349.5801311,80.99154691,36.75363707,23.14688216,32.75271737,17.08984649,356,17.21066761,1,0,4,5,70.28623439,21.92945608,23.58596733,93.10631501
Semiconductors and Semiconductor Equipment,Company_32,2024,399.6695046,368.6108775,1749.304881,20468.70835,371.4470524,37.8590623,38.28429106,29.86911574,69.68124171,19.9900357,613,24.02965601,1,1,7,1,55.98904985,47.99293428,20.47995418,87.00856127
Semiconductors and Semiconductor Equipment,Company_33,2020,449.9854025,948.366921,435.5616455,33130.39603,869.2733078,87.41897514,49.6713357,47.03327191,52.63288199,10.14061712,675,18.32582346,0,1,6,1,93.20859425,36.71211902,17.76277635,78.02310199
Semiconductors and Semiconductor Equipment,Company_33,2021,265.5162651,321.0499344,1807.876305,20358.13524,571.1312037,45.35221745,47.57523841,23.48300535,69.29935266,13.47625217,491,21.88178826,2,0,10,5,73.81148791,20.74162312,29.4060444,80.27192834
Semiconductors and Semiconductor Equipment,Company_33,2022,336.3677448,782.0718473,394.7084138,35593.64416,870.1315305,87.45946843,47.73371665,19.84610145,58.46507677,13.31271813,365,38.01183343,2,3,3,1,90.57848821,10.11219641,39.7279759,91.96888596
Semiconductors and Semiconductor Equipment,Company_33,2023,409.7414477,134.8200113,513.6817106,29299.45624,181.502391,98.24967952,45.41022193,43.13380674,38.90387621,9.169326207,870,12.62381873,1,2,8,1,55.54198473,33.28623741,30.91407533,64.49736762
Semiconductors and Semiconductor Equipment,Company_33,2024,229.002543,876.76199,432.8012198,34734.90437,740.7602223,54.69095422,28.74324224,46.31883704,48.25557102,17.76195524,273,43.14770668,0,3,5,2,76.93184716,22.13573236,20.90176718,79.16885272
Semiconductors and Semiconductor Equipment,Company_34,2020,246.7315411,339.0316214,852.6210565,33495.21001,134.387633,44.44151354,42.16798995,43.36339942,40.26848552,12.45374215,533,37.85628203,1,3,2,3,71.90828508,16.6923543,30.59468332,77.26195123
Semiconductors and Semiconductor Equipment,Company_34,2021,199.6189424,373.9571526,947.3101942,6725.73098,230.9413518,19.37130196,26.44208299,39.54659087,55.00734258,17.43748777,283,19.52157451,1,3,8,3,71.14332112,27.64697057,22.44134208,76.34713152
Semiconductors and Semiconductor Equipment,Company_34,2022,376.6050289,603.4062263,1774.35499,45035.38503,363.66623,91.66264831,22.5931093,16.79481607,36.99096929,14.98587824,415,33.2052734,0,2,8,1,54.41636902,26.19771117,12.76124381,66.50892537
Semiconductors and Semiconductor Equipment,Company_34,2023,320.1228259,527.5423746,1661.731191,21308.39187,830.5672903,83.4189313,26.47706963,26.27877199,43.51844547,17.91141921,732,49.35896662,2,3,9,5,93.74431825,10.47540531,38.54260912,53.54800811
Semiconductors and Semiconductor Equipment,Company_34,2024,413.993212,718.6888106,1373.57504,44493.38568,906.4197717,72.36226244,43.80261357,42.87412971,38.64575093,15.79380964,131,30.98646835,0,1,6,3,95.82933746,36.11824719,24.35798756,57.87917822
Semiconductors and Semiconductor Equipment,Company_35,2020,256.7386276,374.587488,418.2485915,24609.49954,187.2214172,67.97460825,45.36293552,36.84472534,44.60153221,9.292393657,995,16.62039657,1,3,8,1,99.32440514,49.00553672,34.03041585,61.38428056
Semiconductors and Semiconductor Equipment,Company_35,2021,60.02486809,251.8730867,1404.958312,48514.19332,389.2860388,61.73091081,30.10899145,45.25454776,55.41267203,16.93365962,421,25.75875024,1,2,4,2,64.62132015,49.55460989,10.60409211,96.87922661
Semiconductors and Semiconductor Equipment,Company_35,2022,256.8771448,736.0990229,641.9281031,39035.83531,921.9665359,97.82409146,42.23057037,24.8947034,60.74148604,7.43224136,751,19.9009322,0,1,4,5,63.44507157,49.19672995,30.92378271,50.62023817
Semiconductors and Semiconductor Equipment,Company_35,2023,374.1421961,288.958059,587.4043865,24139.44885,271.2778066,58.17858353,43.89475918,34.51142123,40.24825551,9.396381672,435,39.17592991,1,2,2,4,51.97851042,10.82980298,37.90803294,59.35755735
Semiconductors and Semiconductor Equipment,Company_35,2024,159.9062016,761.8414292,1231.230341,31975.54748,925.8764861,72.35866617,27.36275466,26.51456522,48.06947126,18.37330151,299,40.16829815,0,2,9,5,63.26191065,22.20684852,26.39424773,63.11960303
Semiconductors and Semiconductor Equipment,Company_36,2020,466.9759657,973.5628655,1274.385372,28097.98876,793.8748049,82.59242468,34.7216987,10.4298169,55.86697807,10.5787743,367,12.35368087,1,1,5,2,90.17566798,39.96213485,25.93725053,63.68878943
Semiconductors and Semiconductor Equipment,Company_36,2021,472.0955046,145.6669315,877.6574528,19450.93239,529.3943294,60.98244745,37.10624943,45.03999061,63.50078918,18.46423924,609,47.34536482,2,3,6,4,66.05796376,24.73516659,25.68913407,85.40477217
Semiconductors and Semiconductor Equipment,Company_36,2022,499.7483813,185.921998,202.5345281,31850.60612,602.5554678,35.48303606,34.44115457,10.29143223,68.23833747,15.64089552,262,21.89852019,0,3,8,2,50.59899415,42.36351601,35.61781948,65.26937325
Semiconductors and Semiconductor Equipment,Company_36,2023,96.30224238,967.9394622,491.409616,23224.54168,436.6383442,12.46945898,36.18256091,28.22058176,67.84844647,15.68443336,375,17.23063142,2,2,8,2,67.45584658,26.13173044,35.19522133,78.2569658
Semiconductors and Semiconductor Equipment,Company_36,2024,273.5129751,409.6874278,1716.363663,24184.35105,697.3488594,30.53102123,48.37986362,28.0720945,63.17634692,18.63176171,206,28.50440657,2,1,7,3,63.12920961,17.9993151,20.77559051,82.94564516
Semiconductors and Semiconductor Equipment,Company_37,2020,317.9530731,529.4500431,621.2555308,40673.96697,554.2770651,30.60880228,26.51228908,37.88864872,33.54517934,11.88811559,120,39.42448849,0,3,6,5,53.18506675,13.09304674,17.59346718,84.44776341
Semiconductors and Semiconductor Equipment,Company_37,2021,446.6771487,680.1952436,1664.000307,15104.56247,661.936601,96.71331729,21.50978951,16.26369817,44.89896263,16.74823436,869,21.77892018,1,2,0,3,66.81356363,11.07653543,13.05932557,73.40045121
Semiconductors and Semiconductor Equipment,Company_37,2022,190.8015784,253.9553383,1486.864565,17331.70766,290.5992294,65.89713306,49.88238621,14.10951479,66.57408578,19.34343121,625,15.45739998,2,0,6,5,54.34624482,40.47722407,17.34228141,82.44611679
Semiconductors and Semiconductor Equipment,Company_37,2023,289.3115261,395.6594298,1793.542745,6953.427388,745.6267268,81.88253901,46.24977168,24.43728337,48.92518371,15.40380698,243,36.46515618,1,0,2,2,56.48075029,13.10173537,21.33155366,72.11716805
Semiconductors and Semiconductor Equipment,Company_37,2024,201.1083276,419.2554676,1698.383542,29165.70144,307.929935,92.09888685,21.75314521,18.69699504,61.69176967,8.250717066,668,35.22896661,2,1,8,4,71.64509175,48.22932446,17.33591731,83.15649516
Semiconductors and Semiconductor Equipment,Company_38,2020,484.3594899,151.6724347,1238.383233,48564.27845,936.5807938,77.40752892,37.04841507,16.81755478,59.69821643,11.5081438,123,12.11641811,2,2,8,5,70.55708262,30.23304199,11.90494096,66.25033908
Semiconductors and Semiconductor Equipment,Company_38,2021,226.0865504,494.2424851,1820.44989,31267.44948,549.0264402,17.09515727,45.65855176,35.88552309,49.58405861,15.42500039,682,44.8042996,1,2,0,3,73.2007552,49.24625477,12.63465647,76.57910888
Semiconductors and Semiconductor Equipment,Company_38,2022,84.77259178,261.7877833,263.7309047,14358.83107,667.6788249,29.83132611,46.20727047,25.37000472,38.33358854,5.021429591,488,17.37966774,2,3,5,4,66.92302514,44.80207754,31.5145126,87.96371054
Semiconductors and Semiconductor Equipment,Company_38,2023,366.610472,474.6448075,1134.887172,27380.71835,527.4222383,73.88747832,32.85759516,28.8727193,45.34851018,7.984636352,398,44.63565319,0,3,8,0,74.33907939,35.69462037,10.14117233,68.23888758
Semiconductors and Semiconductor Equipment,Company_38,2024,222.3051407,446.2567061,277.4504081,31796.93929,193.6677641,11.51026907,25.47600433,40.50506858,66.78715968,18.63811779,431,10.06385705,2,0,8,4,96.18140767,29.05265198,34.8620105,54.25583695
Semiconductors and Semiconductor Equipment,Company_39,2020,356.8795592,525.4227728,358.7413091,10355.52103,974.6875373,68.67075469,35.70449393,32.29120962,68.84442766,13.16458831,376,46.19221677,2,2,3,4,68.48664799,41.96592523,15.9664014,51.79587108
Semiconductors and Semiconductor Equipment,Company_39,2021,165.7250299,903.7078733,1296.18589,44939.48188,162.4651928,27.10431899,23.47909115,20.94059096,39.79705546,11.65247944,683,13.76415336,1,2,1,3,91.36011328,39.44096647,25.40363728,61.65539007
Semiconductors and Semiconductor Equipment,Company_39,2022,418.5578531,844.3816001,1008.906286,17994.35477,463.7464508,77.07131092,23.92862193,16.21954012,40.26529185,15.73197614,544,36.57805632,1,2,10,2,63.36710939,11.60425619,28.76706664,67.4956843
Semiconductors and Semiconductor Equipment,Company_39,2023,71.00276064,721.9385461,665.7394033,40958.34887,803.7557335,51.22642092,22.18673864,13.38020696,35.70374338,5.473030203,983,49.73698199,1,1,8,3,72.78295836,17.63134164,16.46635533,88.16387243
Semiconductors and Semiconductor Equipment,Company_39,2024,74.53766665,545.6146078,1001.277816,27551.05999,699.7225781,43.07009762,26.78551895,23.01760584,53.47233918,16.63831382,474,44.11566477,1,3,3,0,51.73123956,12.4296795,23.74010293,60.50669717
Semiconductors and Semiconductor Equipment,Company_40,2020,137.7741033,310.729489,1498.665411,10347.19906,401.7469005,30.27588396,45.45407755,40.06200478,49.24119116,7.188078905,420,41.73787741,0,3,0,3,72.27680498,30.99269675,13.19346936,58.96078986
Semiconductors and Semiconductor Equipment,Company_40,2021,162.7020839,842.9329391,783.9207432,23890.27086,886.9572295,48.27011208,46.99563809,30.41782837,41.01490277,9.865478759,925,33.39858114,0,2,3,3,93.55105363,44.62835961,36.16164208,53.88415678
Semiconductors and Semiconductor Equipment,Company_40,2022,86.15160753,839.3106323,612.1985052,17010.57161,558.4000914,67.05705965,38.74398594,35.23345627,68.78578942,9.563027246,118,39.85840164,2,0,0,1,55.21862855,11.56257409,37.59453334,67.42245893
Semiconductors and Semiconductor Equipment,Company_40,2023,336.3479545,476.1180557,1056.289618,8314.024674,678.4312839,19.0211632,35.42056625,13.16247201,47.72168319,13.60529578,393,49.86244595,2,2,6,4,60.2752612,30.02885799,38.3220584,99.95168394
Semiconductors and Semiconductor Equipment,Company_40,2024,346.7691346,954.1177538,675.8692777,13172.10528,500.9596777,96.5185568,39.91562207,10.83017744,51.61894928,10.352485,797,15.93345406,0,3,6,3,50.65036806,17.59512981,17.10125433,87.82560932
Semiconductors and Semiconductor Equipment,Company_41,2020,448.497217,896.4968686,1660.423105,45748.19994,642.1590813,14.27464478,21.05796657,37.92562381,63.35129529,5.908808637,104,33.98468717,0,0,7,2,94.21137406,13.99058831,34.83804193,68.53998066
Semiconductors and Semiconductor Equipment,Company_41,2021,74.20340843,151.4494016,707.6031953,9449.093244,384.5762441,20.11502134,25.94270524,44.2478572,49.20988246,12.58734807,877,12.65120023,2,0,9,4,97.02174242,27.12390093,33.28144551,73.54038643
Semiconductors and Semiconductor Equipment,Company_41,2022,458.8446871,253.9122067,242.2677651,24337.16425,456.6450582,23.14356471,43.7432078,48.14187084,42.76481715,8.259670872,348,19.64750151,0,2,1,0,74.11037307,37.47962779,25.89993023,94.61545623
Semiconductors and Semiconductor Equipment,Company_41,2023,407.6132891,841.0893767,271.307318,38164.36238,641.8638524,39.35682624,45.59869394,37.4739368,57.79796923,9.936474181,112,11.31519371,2,0,5,1,82.22249863,45.25706358,11.61376546,57.32318073
Semiconductors and Semiconductor Equipment,Company_41,2024,279.1623992,687.9846904,618.0609067,19472.2761,663.7538739,39.06840162,39.95119754,47.58995642,35.32433936,16.7958897,827,11.61742378,2,1,8,4,65.17337661,48.80843234,39.1575577,57.12342819
Semiconductors and Semiconductor Equipment,Company_42,2020,233.9697931,721.7494486,954.2209612,20847.95631,503.3742594,46.18410049,22.44735304,11.61954806,47.57123977,18.11698585,277,38.77831069,2,1,6,0,79.89456393,28.06621432,15.66438447,75.94535815
Semiconductors and Semiconductor Equipment,Company_42,2021,472.3272358,269.2835504,506.7645452,16790.70235,410.521843,17.21362775,33.9738919,13.34142896,41.71639036,16.45438594,776,10.4105347,2,3,7,5,69.53646409,20.12019705,26.91352549,71.98841148
Semiconductors and Semiconductor Equipment,Company_42,2022,154.941547,844.5208512,1042.396332,12767.51281,343.9937792,86.68121685,43.50952599,26.87546201,34.49976128,5.846206235,150,23.01506596,2,0,6,3,65.96730294,42.92298961,28.81044375,96.82115856
Semiconductors and Semiconductor Equipment,Company_42,2023,237.4892259,501.0313031,370.2239144,28404.40443,818.5467675,14.27836387,29.29376805,19.51375512,68.93204985,16.2291467,758,38.02504515,0,3,5,5,79.00590546,41.30811826,35.93360603,91.8879787
Semiconductors and Semiconductor Equipment,Company_42,2024,453.952767,943.3501673,704.4306285,6312.256625,594.2373611,54.10244251,49.57197475,26.11881564,40.62951846,13.62951263,142,32.80526912,0,0,8,3,98.79190069,37.15065652,34.73282318,82.35108584
Semiconductors and Semiconductor Equipment,Company_43,2020,384.0951274,763.6395603,1526.553692,14859.43274,862.4824309,74.53175621,39.80199649,32.70297044,54.46688592,15.52668841,675,43.55238525,1,2,4,3,96.51559429,34.09923365,18.71229179,61.46720493
Semiconductors and Semiconductor Equipment,Company_43,2021,315.3571521,209.1296473,644.7319522,29166.83338,635.4953674,64.48875597,35.47083747,24.14098835,36.01393069,9.779239593,571,25.97466521,0,2,5,5,57.77535995,46.64451093,36.809264,99.56567727
Semiconductors and Semiconductor Equipment,Company_43,2022,77.99334577,346.2417954,1678.205476,27540.30136,905.5625005,22.69874347,21.60636157,36.09371981,55.4089351,12.30998676,123,41.53061248,2,0,6,1,76.56439307,34.49338263,12.58970243,79.06563525
Semiconductors and Semiconductor Equipment,Company_43,2023,463.2151587,735.4630533,1708.39507,17206.75383,514.4624502,96.61895772,32.04717508,33.70677816,49.8087225,17.71955112,791,13.81948635,2,0,4,1,82.1096377,18.37509458,38.64649453,84.45192756
Semiconductors and Semiconductor Equipment,Company_43,2024,251.5720889,309.2238,600.4749492,13283.31842,346.2613394,80.47952182,43.19772388,49.22504946,69.82763567,19.61133632,156,21.1763335,2,0,0,2,95.83809358,33.98491618,25.16753451,68.14974852
Semiconductors and Semiconductor Equipment,Company_44,2020,149.1997695,957.2516139,1529.081237,46202.73747,168.8722674,88.88563658,29.22657513,37.6394464,56.80836098,7.366463262,242,45.33657301,1,3,2,0,85.0829359,47.11732523,12.23428469,90.16536734
Semiconductors and Semiconductor Equipment,Company_44,2021,319.2778351,272.0313972,1871.904318,14960.90629,503.7248835,94.82884709,37.56166797,49.99955191,37.83376108,13.96219771,469,39.50366195,0,2,5,2,98.06583617,36.36404922,30.55782431,51.57879946
Semiconductors and Semiconductor Equipment,Company_44,2022,189.1107946,815.8663731,852.6234069,14476.5537,654.2277201,84.48236716,40.1246957,41.30908993,38.85755578,17.00911179,833,27.2515481,2,2,4,1,66.22915352,37.33322092,31.67332113,96.51653323
Semiconductors and Semiconductor Equipment,Company_44,2023,472.688907,877.6579894,759.0420105,8561.988839,717.3896938,36.73014067,24.47928475,15.79705887,32.85149071,11.62218595,691,34.87645077,0,2,3,2,67.22101922,43.41417186,11.30091893,87.88893044
Semiconductors and Semiconductor Equipment,Company_44,2024,497.7835358,196.9695774,854.4643975,34384.43868,230.1784076,60.66099893,47.37082151,38.25079921,34.08945508,17.26380849,549,14.09121617,0,0,4,0,64.20290594,10.36212684,18.24293757,89.12210109
Semiconductors and Semiconductor Equipment,Company_45,2020,314.0201031,979.3363535,775.4002971,9638.448362,669.7751542,61.66158628,27.10919153,16.54159053,69.86918028,14.21015078,880,39.08959414,0,2,1,3,70.57865807,25.24187578,13.03249116,56.56195017
Semiconductors and Semiconductor Equipment,Company_45,2021,495.9596865,705.9631261,690.5040535,42418.13723,314.5923139,19.46528841,23.25397563,45.81602422,36.21393277,15.64209998,891,19.1032734,0,0,7,5,96.07406497,27.62692525,37.75003033,71.77280343
Semiconductors and Semiconductor Equipment,Company_45,2022,51.03212477,468.4653212,777.8458054,45492.80334,668.5527415,50.97076155,31.93662361,27.54349199,63.66038795,11.57695028,990,14.31740201,1,0,8,3,90.37454267,45.51723823,11.07910113,98.98731443
Semiconductors and Semiconductor Equipment,Company_45,2023,63.40699125,521.9877875,707.9039646,10289.28351,358.8170596,41.45090509,36.72643064,48.92412982,50.27946381,12.57561478,435,41.31736062,1,1,10,5,82.55875763,20.63141804,28.53473599,85.83684814
Semiconductors and Semiconductor Equipment,Company_45,2024,110.650084,532.902779,1501.442952,31198.29597,122.301104,50.72569747,45.55456413,16.52274996,62.56466847,17.06521541,666,49.62719046,1,0,4,2,73.35869611,22.15934196,38.94507214,74.38476841
Semiconductors and Semiconductor Equipment,Company_46,2020,83.63406656,893.4377077,1689.173264,47036.12429,497.225538,33.55663383,25.22396398,33.40205638,43.65341708,10.954378,414,41.41443976,0,1,4,3,78.2362156,38.22925755,27.09764379,91.61937342
Semiconductors and Semiconductor Equipment,Company_46,2021,264.4901871,576.7095281,1888.169453,28583.29499,406.0464509,40.57081845,43.32798832,14.49288604,35.08663397,13.13401979,394,41.9060211,0,2,5,4,96.03175861,23.61873403,18.4753439,95.91547601
Semiconductors and Semiconductor Equipment,Company_46,2022,173.1799902,214.8047778,1177.531392,18216.43126,101.0894184,71.80128271,35.76739058,19.30345678,42.16565103,12.29294159,789,14.4828574,1,0,8,1,54.36356068,19.77305341,10.29464684,96.38947407
Semiconductors and Semiconductor Equipment,Company_46,2023,324.6829226,796.0508091,1183.842897,26937.35558,935.3578143,71.53390238,35.52219762,20.26590158,43.00943417,5.685728984,722,43.83214759,1,3,1,5,52.82932617,11.05663655,31.87992693,82.85816235
Semiconductors and Semiconductor Equipment,Company_46,2024,264.5165831,540.7450271,1526.092307,23165.97255,121.5548441,76.83193706,47.89851486,14.5179796,63.52351022,13.22126123,165,33.89742637,2,0,8,4,77.57587543,32.24833083,14.13859176,51.8390795
Semiconductors and Semiconductor Equipment,Company_47,2020,244.846875,362.9966216,1775.402202,22971.13298,118.9003221,57.21585757,34.79292813,44.5241702,52.21518968,18.03363646,508,22.18332507,2,2,9,3,95.00147941,48.6485211,23.55924014,98.84166424
Semiconductors and Semiconductor Equipment,Company_47,2021,113.7369059,820.245447,1528.812306,34417.87565,777.3328912,40.10976063,40.33812162,30.9216518,40.27262807,15.37716008,300,30.6179028,0,2,4,0,69.97774803,23.96638066,28.36076331,65.56352492
Semiconductors and Semiconductor Equipment,Company_47,2022,274.2525544,170.3614932,1070.263681,11174.70615,157.9886342,41.89201319,42.31618663,44.30501548,48.51883776,16.59071526,118,28.31414898,2,1,2,2,70.51943664,31.90982951,12.35422892,72.19207082
Semiconductors and Semiconductor Equipment,Company_47,2023,416.8636365,374.4308119,1529.213172,5506.287555,880.9705952,86.29397199,40.54679798,12.7636553,30.90664331,14.13188443,897,15.45784245,2,0,6,4,81.44649904,14.99960509,17.16766848,52.78221216
Semiconductors and Semiconductor Equipment,Company_47,2024,243.8155035,136.2804145,1406.461806,17540.3089,817.8436939,93.39466194,46.18682012,20.27573661,65.00205145,16.37014272,447,20.16082958,2,1,4,1,57.0541856,15.90401221,33.83481932,66.2708825
Semiconductors and Semiconductor Equipment,Company_48,2020,499.4817247,417.034395,1699.544607,44645.20553,869.8579704,92.50626891,49.2925221,42.62896272,47.26587319,8.24752912,401,19.83010049,0,2,9,5,99.10713166,48.99023578,30.88961077,51.45063533
Semiconductors and Semiconductor Equipment,Company_48,2021,134.5691799,236.8864161,1325.715115,47732.85418,834.0486242,71.77191423,30.26255431,26.3995217,60.27447204,12.98116181,456,32.59172077,2,2,7,1,92.96710454,37.7164104,21.46076538,60.52452134
Semiconductors and Semiconductor Equipment,Company_48,2022,264.6530336,200.1388637,1051.756903,38880.33814,237.9966564,15.12982767,25.85517224,45.06907897,67.8846529,10.86275012,918,40.46636636,1,1,2,3,85.96305025,31.08719152,38.40425875,71.86636266
Semiconductors and Semiconductor Equipment,Company_48,2023,75.85341974,448.4542574,1176.740552,35458.05409,801.4969569,34.45412538,32.30167717,43.55038498,39.75716543,15.03004603,573,30.67341622,0,1,7,5,79.573078,35.46064714,33.51214562,65.46562839
Semiconductors and Semiconductor Equipment,Company_48,2024,316.6310775,793.1379899,807.9164222,36839.56282,238.3823423,95.71402514,48.85701115,45.5692036,43.46875263,7.95609785,600,29.62129684,0,2,3,0,57.57512658,24.53842135,39.88935412,95.98455216
Semiconductors and Semiconductor Equipment,Company_49,2020,458.4273848,888.5915526,1654.742504,49643.4469,615.1557747,29.03744604,35.53882807,40.09017457,38.87048675,17.76534972,412,20.86071993,0,1,2,1,66.99352175,10.73293888,13.25838187,55.01557746
Semiconductors and Semiconductor Equipment,Company_49,2021,373.6110313,247.8941034,681.0845623,39565.36449,334.8654435,63.44355701,29.61887132,25.56419527,33.62150918,5.795716251,149,44.79199424,1,3,4,3,61.55112319,38.58043375,35.70014919,93.29123302
Semiconductors and Semiconductor Equipment,Company_49,2022,492.322838,807.695382,524.608603,37951.25226,483.0661822,40.88425035,44.31800515,28.30729563,43.07061039,17.83152308,369,35.51754509,1,0,7,0,92.07056605,37.28093061,38.53278599,79.87062604
Semiconductors and Semiconductor Equipment,Company_49,2023,272.5668993,948.4999766,922.5091781,23725.97755,910.0865509,57.65522501,29.29194891,40.17868316,52.46603218,19.69772611,383,36.24999583,2,3,9,0,52.80468805,47.52746602,19.59570808,55.03694384
Semiconductors and Semiconductor Equipment,Company_49,2024,488.1558615,827.3858342,922.8101322,18562.5859,450.4198255,62.05054304,23.64026851,28.47679247,67.31610743,5.647231794,740,37.71835942,1,0,9,1,50.42701226,47.15574309,28.16482977,89.20340866
